Server IP,QueryState,PlayersOnline,PlayerNames,Time (Epoch),Time (Human-Readable) [EST]
play.wynncraft.com,False,1052,*,1714514362,04-30-2024_16-59-22
play.wynncraft.com,False,1054,*,1714514363,04-30-2024_16-59-23
play.wynncraft.com,False,1053,*,1714514365,04-30-2024_16-59-25
play.wynncraft.com,False,1053,*,1714514366,04-30-2024_16-59-26
play.wynncraft.com,False,1054,*,1714514367,04-30-2024_16-59-27
play.wynncraft.com,False,1054,*,1714514368,04-30-2024_16-59-28
play.wynncraft.com,False,1054,*,1714514369,04-30-2024_16-59-29
play.wynncraft.com,False,1053,*,1714514371,04-30-2024_16-59-31
play.wynncraft.com,False,1053,*,1714514372,04-30-2024_16-59-32
play.wynncraft.com,False,1053,*,1714514373,04-30-2024_16-59-33
play.wynncraft.com,False,1052,*,1714514374,04-30-2024_16-59-34
play.wynncraft.com,False,1053,*,1714514376,04-30-2024_16-59-36
play.wynncraft.com,False,1053,*,1714514377,04-30-2024_16-59-37
play.wynncraft.com,False,1053,*,1714514378,04-30-2024_16-59-38
play.wynncraft.com,False,1053,*,1714514379,04-30-2024_16-59-39
play.wynncraft.com,False,1053,*,1714514381,04-30-2024_16-59-41
play.wynncraft.com,False,1053,*,1714514382,04-30-2024_16-59-42
play.wynncraft.com,False,1053,*,1714514383,04-30-2024_16-59-43
play.wynncraft.com,False,1053,*,1714514384,04-30-2024_16-59-44
play.wynncraft.com,False,1052,*,1714514386,04-30-2024_16-59-46
play.wynncraft.com,False,1051,*,1714514387,04-30-2024_16-59-47
play.wynncraft.com,False,1051,*,1714514388,04-30-2024_16-59-48
play.wynncraft.com,False,1051,*,1714514389,04-30-2024_16-59-49
play.wynncraft.com,False,1051,*,1714514390,04-30-2024_16-59-50
play.wynncraft.com,False,1049,*,1714514392,04-30-2024_16-59-52
play.wynncraft.com,False,1049,*,1714514393,04-30-2024_16-59-53
play.wynncraft.com,False,1049,*,1714514394,04-30-2024_16-59-54
play.wynncraft.com,False,1049,*,1714514395,04-30-2024_16-59-55
play.wynncraft.com,False,1049,*,1714514397,04-30-2024_16-59-57
play.wynncraft.com,False,1051,*,1714514398,04-30-2024_16-59-58
play.wynncraft.com,False,1051,*,1714514399,04-30-2024_16-59-59
